song_id,title,artist,period,primary_genre,confidence,reason,identity_primary,review,identity_review,review_note,review_source
song_73f48945a748eba898fdf814f0e9cc5852f53ecbffcecea60a29a2006fd58713,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),2020–2026,R&B / Soul,high,"Identifiable Silk Sonic song draws on retro soul, funk and R&B; no raw tags were supplied, so this is based on song knowledge.",R&B / Soul,plausible,plausible,Silk Sonic's retro soul/funk style supports R&B rather than generic Pop alone.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_76fa1f23eef57d0fae6fd00ae8b39859ff432bf3cef88c39427b1068d859cd9f,Freakin' Out,Dexter And The Moonrocks,2020–2026,Alternative / Indie,low,"No tags are supplied and the song is not firmly identifiable here; the artist context points most plausibly to alternative/indie rock-leaning music, but uncertainty is high.",,questionable,,Alternative/Indie is an artist-context guess without supplied song-style evidence; low confidence appropriately exposes uncertainty.,Supplied metadata and assistant qualitative inspection; no independent recording-level verification
song_87601c4495e29dd78c08f886e87be68703081cf94601eb92946cddd4af0e3c8f,Scared To Start,Michael Marcagi,2020–2026,Alternative / Indie,medium,"Recording tags include alternative, blues and pop, and learned context points to folk-pop/alt singer-songwriter; alternative is best supported with crossover uncertainty.",,questionable,,The folk-centric singer-songwriter recording is more specific than generic Alternative; the supplied alternative tag may be overweighted.,https://happens.vip/2024/03/20/michael-marcagi/
song_9adb3d1a0131719ef13c364403cf53a1962d992abdcd05c29cd951e04ab8cc07,Water,Tyla,2020–2026,Afrobeats / African Pop,high,"Recording tags support contemporary R&B and pop, while the identifiable song is amapiano/Afropop-inflected, making African pop the best broad fit.",,plausible,,Tyla's amapiano/African-pop crossover fits the broad African Pop category with R&B secondary; it is not simply a nationality inference.,https://www.grammy.com/news/tyla-winner-best-african-music-performance-water-2024-grammys-meaning/
song_ae6df658640328431990dc870952a8bd79d6952671c30aad8294c7fc91096afb,Last Last,Burna Boy,2020–2026,Afrobeats / African Pop,high,"Recording tags include african and afrobeat, and the identifiable Burna Boy song is widely understood as Afrobeats/African pop.",Afrobeats / African Pop,plausible,plausible,Burna Boy's identifiable Afropop recording is well represented.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_c3d047f8f63b834001f15e6a211ba69af7996df10f0f20284c59a63ffa6e2e76,Runway,Lady Gaga & Doechii,2020–2026,Other,low,"No recording or artist genre evidence was supplied, and this identity is not familiar enough to classify defensibly from learned song knowledge alone.",Other,questionable,questionable,"Both final arms abstain into Other for an unfamiliar recent identity; that is uncertainty, not verified out-of-taxonomy musical style.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_c6420d8ecfca0032a3387c63df5134ba2146ac048ea0ffb0aad4bd0d8db6e075,Make Them Pay,Drake,2020–2026,Other,low,"No genre evidence was supplied, and the specific song identity is too uncertain to classify from learned song knowledge alone.",,questionable,,Other now records insufficient specific-song knowledge; it should not be interpreted as an established musical genre.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_d32a84dacb8bbd6d91a6514decc9b51d7661efe788b020e5bd9ad749cc5ba8db,Essence,Wizkid Featuring Justin Bieber & Tems,2020–2026,Afrobeats / African Pop,high,"Identifiable Wizkid song; recording tags include afrobeat and house, and learned context supports Afrobeats with smooth R&B-pop crossover elements.",Afrobeats / African Pop,plausible,plausible,Essence's Afropop/R&B crossover is recovered instead of inheriting a generic dance tag.,https://time.com/6125601/best-songs-2021/
song_d7e9573c1e70adad7ade1b701ddfa86aaeb97415f9841e0d3d90c6dca6ac3cca,Dynamite,BTS,2020–2026,K-Pop,high,"Recording evidence directly supplies k-pop, dance-pop, pop, and synth funk, matching the identifiable BTS single's bright disco-pop style within the K-pop scene.",K-Pop,plausible,plausible,"BTS's disco-pop recording can carry K-pop primary under the scene category, with Pop/Dance secondary; this needs a consistent scene/style convention.",https://ibighit.com/legacy/bts/dynamite-en.html
song_db04e403f30e54ba8db19acba031571ca1dc8c3259b105812056593f11029127,Ice Cream,BLACKPINK X Selena Gomez,2020–2026,K-Pop,medium,"No supplied tags, but the identifiable BLACKPINK and Selena Gomez collaboration is widely known as a K-pop act's pop track; classification relies on learned song identity.",K-Pop,plausible,plausible,"BLACKPINK's pop collaboration supports K-pop scene primary and Pop secondary, with crossover uncertainty acknowledged.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_dc622e83556500e1683288e4bdb9892c32a49dd9dbb2b8b80f8f8bb9eab21fa4,Lifestyle,Jason Derulo Featuring Adam Levine,2020–2026,Pop,medium,"Recording tags emphasize dance, electronic, trance, and pop, while the identifiable Derulo/Levine single is best treated as dance-pop despite noisy jazz evidence.",Pop,plausible,plausible,Derulo/Levine's pop recording fits the broad Pop group; medium confidence is appropriate.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_f31e5ce558c5ca0d470646e9d16a8d49e0310dc9d38a21979003381537bfd3b7,Keys To My Life,¥$: Kanye West & Ty Dolla $ign,2020–2026,Hip-Hop / Rap,high,"No supplied tags, but the identifiable Kanye West and Ty Dolla $ign track is from their rap/R&B-oriented ¥$ project; hip-hop is the clearest broad fit.",Hip-Hop / Rap,plausible,plausible,The Kanye West/Ty Dolla $ign recording is hip-hop-led despite melodic R&B elements.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
